 1,        1,   0.00,   0.62
 1,       10,  30.00,   2.91
 1,      100,  29.00,  15.13
 1,     1000,  27.70,  18.24
 1,    10000,  26.94,  11.16
 1,   100000,  26.80,  15.29
 1,   500000,  26.92,  15.53
 1,  1000000,  26.86,  14.90
 2,        1,   0.00,   0.15
 2,       10,  10.00,   1.45
 2,      100,  29.00,  10.75
 2,     1000,  27.10,  15.50
 2,    10000,  26.59,  33.99
 2,   100000,  26.90,  24.41
 2,   500000,  26.85,  28.63
 2,  1000000,  26.93,  28.62
 4,        1, 100.00,   0.32
 4,       10,  20.00,   2.21
 4,      100,  24.00,  11.87
 4,     1000,  27.50,  30.53
 4,    10000,  26.30,  30.10
 4,   100000,  26.93,  42.80
 4,   500000,  26.89,  56.86
 4,  1000000,  26.85,  56.25
 6,        1,   0.00,   0.20
 6,       10,  10.00,   2.29
 6,      100,  27.00,  16.68
 6,     1000,  28.50,  67.49
 6,    10000,  26.88,  45.16
 6,   100000,  26.75,  58.51
 6,   500000,  26.85,  75.40
 6,  1000000,  26.88,  79.13
 8,        1, 100.00,   0.20
 8,       10,  60.00,   2.00
 8,      100,  35.00,  12.96
 8,     1000,  27.10,  46.33
 8,    10000,  26.63,  69.87
 8,   100000,  26.73,  88.07
 8,   500000,  26.81, 111.45
 8,  1000000,  26.92, 109.16
12,        1,   0.00,   0.15
12,       10,  30.00,   1.33
12,      100,  29.00,  11.77
12,     1000,  26.60,  66.44
12,    10000,  27.11, 125.21
12,   100000,  26.91, 100.63
12,   500000,  26.91, 157.11
12,  1000000,  26.91, 151.21
16,        1, 100.00,   0.14
16,       10,  20.00,   1.24
16,      100,  27.00,  10.55
16,     1000,  27.40,  50.32
16,    10000,  26.60,  87.80
16,   100000,  27.14, 156.10
16,   500000,  26.94, 156.78
16,  1000000,  26.85, 158.33
